"Name","Log? fold change","Fold change","P-value","locus_tag (NC_007777 (CDS))","old_locus_tag (NC_007777 (CDS))","GO_function (NC_007777 (CDS))","GO_process (NC_007777 (CDS))","protein_id (NC_007777 (CDS))","GO_component (NC_007777 (CDS))"
"FRANCCI3_RS27010","-0.526189981","-1.440120948","0.5403318064","FRANCCI3_RS27010","","","","WP_157493398.1",""
"FRANCCI3_RS25370","-0.9401318096","-1.91870353","0.2654194765","FRANCCI3_RS25370","Francci3_2698","","","WP_023840970.1",""
"FRANCCI3_RS13590","0.2252154996","1.1689518453","0.8839745821","FRANCCI3_RS13590","Francci3_2699","","","WP_011437095.1",""
"FRANCCI3_RS13595","0.8505190563","1.80314955","0.3732980918","FRANCCI3_RS13595","Francci3_2700","GO:0005524 - ATP binding [Evidence IEA]","","WP_011437096.1",""
"FRANCCI3_RS13605","-0.7904406656","-1.7296026824","0.3627249124","FRANCCI3_RS13605, FRANCCI3_RS24660","Francci3_2702, Francci3_2703","GO:0003677 - DNA binding [Evidence IEA]","","WP_011437098.1, WP_011437099.1",""
"FRANCCI3_RS24660","0.2118811768","1.1581974108","0.7735702366","FRANCCI3_RS13605, FRANCCI3_RS24660","Francci3_2702, Francci3_2703","GO:0003677 - DNA binding [Evidence IEA]","","WP_011437098.1, WP_011437099.1",""
"FRANCCI3_RS13610","-2.9662042437","-7.8147744985","0.1982774926","FRANCCI3_RS13610","Francci3_2704","GO:0004803 - transposase activity [Evidence IEA]","","WP_049760812.1",""
"argS_3","0.3409872727","1.2666230797","0.6054931473","FRANCCI3_RS13615","Francci3_2705","GO:0004814 - arginine-tRNA ligase activity [Evidence IEA]","GO:0006420 - arginyl-tRNA aminoacylation [Evidence IEA]","WP_035732707.1","GO:0005737 - cytoplasm [Evidence IEA]"
"FRANCCI3_RS13620","NaN","NaN","NaN","FRANCCI3_RS13620","Francci3_2706","","","WP_011436467.1",""
"FRANCCI3_RS13625","0.9574362009","1.9418559737","0.5859378375","FRANCCI3_RS13625","Francci3_2707","GO:0004803 - transposase activity [Evidence IEA]","","WP_011435557.1",""
"FRANCCI3_RS13630","-3.8826814696","-14.7503928108","0.0854765117","FRANCCI3_RS13630","","","","WP_041257917.1",""
"FRANCCI3_RS13635","NaN","NaN","NaN","FRANCCI3_RS13635","Francci3_2708","GO:0004803 - transposase activity [Evidence IEA]","","WP_011434597.1",""
"FRANCCI3_RS13640","NaN","NaN","NaN","FRANCCI3_RS13640, FRANCCI3_RS13645","Francci3_2709, Francci3_2710","GO:0008168 - methyltransferase activity [Evidence IEA]; GO:1904047 - S-adenosyl-L-methionine binding [Evidence IEA]","","WP_011437101.1, WP_011437102.1",""
"FRANCCI3_RS13645","-0.837224612","-1.7866098389","0.5243748706","FRANCCI3_RS13640, FRANCCI3_RS13645, FRANCCI3_RS13650","Francci3_2709, Francci3_2710, Francci3_2711","GO:0008168 - methyltransferase activity [Evidence IEA]; GO:1904047 - S-adenosyl-L-methionine binding [Evidence IEA], GO:0016831 - carboxy-lyase activity [Evidence IEA]; GO:0030170 - pyridoxal phosphate binding [Evidence IEA]","GO:0019752 - carboxylic acid metabolic process [Evidence IEA]","WP_011437101.1, WP_011437102.1, WP_011437103.1",""
"FRANCCI3_RS13650","1.123004081","2.1780001917","0.3598928644","FRANCCI3_RS13645, FRANCCI3_RS13650","Francci3_2710, Francci3_2711","GO:0008168 - methyltransferase activity [Evidence IEA]; GO:1904047 - S-adenosyl-L-methionine binding [Evidence IEA], GO:0016831 - carboxy-lyase activity [Evidence IEA]; GO:0030170 - pyridoxal phosphate binding [Evidence IEA]","GO:0019752 - carboxylic acid metabolic process [Evidence IEA]","WP_011437102.1, WP_011437103.1",""
"FRANCCI3_RS13655","-2.7794814992","-6.8660554059","0.2417364254","FRANCCI3_RS13655","Francci3_2712","GO:0004803 - transposase activity [Evidence IEA]","","WP_011434597.1",""
"FRANCCI3_RS13660","-1.8031824561","-3.4898921582","0.193373723","FRANCCI3_RS13660","Francci3_2713","","","WP_035958610.1",""
"FRANCCI3_RS13665","-0.0869427831","-1.0621170624","0.8995038429","FRANCCI3_RS13665","Francci3_2714","GO:0052717 - tRNA-specific adenosine-34 deaminase activity [Evidence IEA]; GO:0008270 - zinc ion binding [Evidence IEA]","","WP_035941587.1",""
"FRANCCI3_RS13670","1.0627086","2.0888495708","0.1942163038","FRANCCI3_RS13670","Francci3_2715","","","WP_011437106.1",""
"FRANCCI3_RS13680","2.1611174313","4.4726114471","0.0168539676","FRANCCI3_RS13680","Francci3_2716","","","WP_011437107.1",""
"FRANCCI3_RS13685","-1.2446114346","-2.3695472586","0.385990613","FRANCCI3_RS13685","Francci3_2717","GO:0003677 - DNA binding [Evidence IEA]; GO:0003700 - DNA-binding transcription factor activity [Evidence IEA]","GO:0006355 - regulation of DNA-templated transcription [Evidence IEA]","WP_011437108.1",""
"FRANCCI3_RS13690","-0.4215422279","-1.339358552","0.7366413994","FRANCCI3_RS13690","Francci3_2718","GO:0008324 - monoatomic cation transmembrane transporter activity [Evidence IEA]","GO:0006812 - monoatomic cation transport [Evidence IEA]; GO:0055085 - transmembrane transport [Evidence IEA]","WP_011437109.1","GO:0016020 - membrane [Evidence IEA]"
"FRANCCI3_RS24665","1.4449151067","2.7224680286","0.3775363217","FRANCCI3_RS24665","Francci3_2719","GO:0005524 - ATP binding [Evidence IEA]","","",""
"FRANCCI3_RS13695","0.1018282949","1.0731325579","0.9149886801","FRANCCI3_RS13695","Francci3_2720","","","WP_011437110.1",""
"FRANCCI3_RS13700","-0.0475635921","-1.033518055","0.9463470298","FRANCCI3_RS13700","Francci3_2721","GO:0003677 - DNA binding [Evidence IEA]; GO:0000150 - DNA strand exchange activity [Evidence IEA]","GO:0006310 - DNA recombination [Evidence IEA]","WP_011437111.1",""
"FRANCCI3_RS13705","0.9721729423","1.9617931628","0.1359293152","FRANCCI3_RS13705, FRANCCI3_RS13710","Francci3_2722, Francci3_2723","","","WP_035958605.1",""
"FRANCCI3_RS13710","-0.8474272087","-1.7992893483","0.2227107685","FRANCCI3_RS13705, FRANCCI3_RS13710","Francci3_2722, Francci3_2723","","","WP_035958605.1",""
"FRANCCI3_RS27015","-3.4957986627","-11.2808092649","0.1316672789","FRANCCI3_RS27015","","","","WP_157493474.1",""
"FRANCCI3_RS13720","-0.4712313675","-1.3862921899","0.6094254052","FRANCCI3_RS13720","Francci3_2726","","","WP_011437116.1",""
"FRANCCI3_RS23515","-3.3225172336","-10.0040844323","0.1593090875","FRANCCI3_RS23515","","","","WP_023841739.1",""
"FRANCCI3_RS13725","2.3406389999","5.0652693933","0.1165401369","FRANCCI3_RS13725","Francci3_2727","","","WP_011437117.1",""
"FRANCCI3_RS13730","0.2105244597","1.1571087486","0.7645375998","FRANCCI3_RS13730, FRANCCI3_RS13735","Francci3_2728, Francci3_2729","GO:0005524 - ATP binding [Evidence IEA]; GO:0140658 - ATP-dependent chromatin remodeler activity [Evidence IEA]","","WP_011437118.1, WP_236701479.1",""
"drmD","-0.1021833008","-1.0733966575","0.8658314842","FRANCCI3_RS13730, FRANCCI3_RS13735","Francci3_2728, Francci3_2729","GO:0005524 - ATP binding [Evidence IEA]; GO:0140658 - ATP-dependent chromatin remodeler activity [Evidence IEA]","","WP_011437118.1, WP_236701479.1",""
"FRANCCI3_RS13745","0.6979439057","1.6221912366","0.4286729441","FRANCCI3_RS13745","Francci3_2731","GO:0016491 - oxidoreductase activity [Evidence IEA]","","WP_011437121.1",""
"FRANCCI3_RS13750","-2.8663312203","-7.2920842018","0.2305663487","FRANCCI3_RS13750","","","","WP_023841742.1",""
"FRANCCI3_RS24670","0.0980722304","1.0703422851","0.9252792602","FRANCCI3_RS24670","Francci3_2733","GO:0003677 - DNA binding [Evidence IEA]; GO:0004803 - transposase activity [Evidence IEA]","GO:0006313 - DNA transposition [Evidence IEA]","WP_011437123.1",""
"FRANCCI3_RS13760","-0.2303754155","-1.173140182","0.78141729","FRANCCI3_RS13760, FRANCCI3_RS13765","Francci3_2734, Francci3_2735","GO:0003677 - DNA binding [Evidence IEA]","","WP_049760933.1, WP_011437125.1",""
"FRANCCI3_RS13765","-6.197E-3","-1.0043049471","0.9935725272","FRANCCI3_RS13760, FRANCCI3_RS13765","Francci3_2734, Francci3_2735","GO:0003677 - DNA binding [Evidence IEA]","","WP_049760933.1, WP_011437125.1",""
"FRANCCI3_RS13770","1.3658274781","2.5772410482","0.1031478579","FRANCCI3_RS13770","Francci3_2736","","","WP_011437126.1",""
"FRANCCI3_RS13775","-0.5563894372","-1.4705842483","0.6251080352","FRANCCI3_RS13775, FRANCCI3_RS13780","Francci3_2738, Francci3_2739","","","WP_011437128.1, WP_011437129.1",""
"FRANCCI3_RS13780","-0.483282558","-1.3979207338","0.59092182","FRANCCI3_RS13775, FRANCCI3_RS13780, FRANCCI3_RS13785","Francci3_2738, Francci3_2739, Francci3_2740","","","WP_011437128.1, WP_011437129.1, WP_011437130.1",""
"FRANCCI3_RS13785","-0.1546319593","-1.1131376135","0.8834533344","FRANCCI3_RS13780, FRANCCI3_RS13785","Francci3_2739, Francci3_2740","","","WP_011437129.1, WP_011437130.1",""
"FRANCCI3_RS13790","-0.2833561187","-1.2170227347","0.7366276759","FRANCCI3_RS13790","Francci3_2741","GO:0030552 - cAMP binding [Evidence IEA]; GO:0003700 - DNA-binding transcription factor activity [Evidence IEA]","GO:0006355 - regulation of DNA-templated transcription [Evidence IEA]","WP_011437131.1",""
"FRANCCI3_RS13795","0.4569269599","1.3726149373","0.6315249745","FRANCCI3_RS13795","Francci3_2742","","","WP_308726802.1",""
"FRANCCI3_RS23520","-1.2629052834","-2.3997852075","0.111709107","FRANCCI3_RS23520","Francci3_2743","","","WP_049760935.1",""
"FRANCCI3_RS13805","-0.234507884","-1.1765053524","0.7616393964","FRANCCI3_RS13805","Francci3_2744","","","WP_023841772.1",""
"FRANCCI3_RS13810","-0.9001539244","-1.8662650885","0.2321621234","FRANCCI3_RS13810","Francci3_2745","","","WP_011437135.1",""
"FRANCCI3_RS13820","-0.8706531269","-1.8284904946","0.4036627429","FRANCCI3_RS13820","Francci3_2746","","","WP_236701477.1",""
"FRANCCI3_RS13825","1.3240371144","2.5036573249","0.0965366992","FRANCCI3_RS13825","Francci3_2747","","","WP_011437137.1",""
"FRANCCI3_RS13830","0.9285265199","1.9033310576","0.1672823901","FRANCCI3_RS13830, FRANCCI3_RS13835","Francci3_2748, Francci3_2749","GO:0005524 - ATP binding [Evidence IEA]","","WP_011437138.1, WP_011437139.1",""
"FRANCCI3_RS13835","-0.7991109063","-1.7400284639","0.3976005055","FRANCCI3_RS13830, FRANCCI3_RS13835","Francci3_2748, Francci3_2749","GO:0005524 - ATP binding [Evidence IEA]","","WP_011437138.1, WP_011437139.1",""
"FRANCCI3_RS13840","-1.381280207","-2.6049942841","0.0779626933","FRANCCI3_RS13840","Francci3_2750","","","WP_011437140.1",""
"FRANCCI3_RS13845","3.114E-3","1.0021610671","0.9962719796","FRANCCI3_RS13845","Francci3_2751","GO:0003677 - DNA binding [Evidence IEA]","","WP_011437141.1",""
"FRANCCI3_RS13850","0.0840506209","1.0599899754","0.9170510712","FRANCCI3_RS13850","Francci3_2752","GO:0022857 - transmembrane transporter activity [Evidence IEA]","GO:0055085 - transmembrane transport [Evidence IEA]","WP_011437142.1",""
"FRANCCI3_RS13855","0.6006923603","1.516444145","0.5162818174","FRANCCI3_RS13855","Francci3_2753","","","WP_011437143.1",""
"FRANCCI3_RS13860","0.295051429","1.2269287139","0.7595660886","FRANCCI3_RS13860, FRANCCI3_RS13865","Francci3_2754, Francci3_2755","GO:0051213 - dioxygenase activity [Evidence IEA]","","WP_011437144.1, WP_011437145.1",""
"FRANCCI3_RS13865","0.1233503544","1.0892615073","0.8882796962","FRANCCI3_RS13860, FRANCCI3_RS13865","Francci3_2754, Francci3_2755","GO:0051213 - dioxygenase activity [Evidence IEA]","","WP_011437144.1, WP_011437145.1",""
"FRANCCI3_RS13870","0.186967735","1.1383685699","0.8205587724","FRANCCI3_RS13870","Francci3_2756","","","WP_011437146.1",""
"FRANCCI3_RS13875","-0.6627556033","-1.5831035267","0.4321103251","FRANCCI3_RS13875","Francci3_2757","","","WP_011437147.1",""
"FRANCCI3_RS13880","-0.3265304355","-1.2539939915","0.6983158516","FRANCCI3_RS13880","Francci3_2758","GO:0003677 - DNA binding [Evidence IEA]","GO:0006355 - regulation of DNA-templated transcription [Evidence IEA]","WP_011437148.1",""
"FRANCCI3_RS13885","-0.6625670965","-1.5828966872","0.4179938803","FRANCCI3_RS13885","Francci3_2759","GO:0016787 - hydrolase activity [Evidence IEA]","","WP_011437149.1",""
"FRANCCI3_RS13890","0.046566391","1.0328039268","0.9560551474","FRANCCI3_RS13890","Francci3_2760","GO:0005524 - ATP binding [Evidence IEA]","","WP_011437150.1",""
"FRANCCI3_RS13895","0.3176344744","1.2462853916","0.7023571627","FRANCCI3_RS13895","Francci3_2761","GO:0070967 - coenzyme F420 binding [Evidence IEA]; GO:0016491 - oxidoreductase activity [Evidence IEA]","GO:0008150 - biological_process [Evidence IEA]","WP_011437151.1",""
"FRANCCI3_RS13900","1.4674331339","2.7652945004","0.0265872297","FRANCCI3_RS13900","Francci3_2762","GO:0008168 - methyltransferase activity [Evidence IEA]","","WP_011437152.1",""
"FRANCCI3_RS13905","-0.168104695","-1.1235814373","0.8341381255","FRANCCI3_RS13905, FRANCCI3_RS13910","Francci3_2763, Francci3_2764","GO:0008168 - methyltransferase activity [Evidence IEA]; GO:1904047 - S-adenosyl-L-methionine binding [Evidence IEA], GO:0140359 - ABC-type transporter activity [Evidence IEA]; GO:0005524 - ATP binding [Evidence IEA]; GO:0016887 - ATP hydrolysis activity [Evidence IEA]; GO:0042626 - ATPase-coupled transmembrane transporter activity [Evidence IEA]","","WP_011437153.1, WP_108913770.1",""
"FRANCCI3_RS13910","0.323664549","1.2515054286","0.6961221867","FRANCCI3_RS13905, FRANCCI3_RS13910","Francci3_2763, Francci3_2764","GO:0008168 - methyltransferase activity [Evidence IEA]; GO:1904047 - S-adenosyl-L-methionine binding [Evidence IEA], GO:0140359 - ABC-type transporter activity [Evidence IEA]; GO:0005524 - ATP binding [Evidence IEA]; GO:0016887 - ATP hydrolysis activity [Evidence IEA]; GO:0042626 - ATPase-coupled transmembrane transporter activity [Evidence IEA]","","WP_011437153.1, WP_108913770.1",""
"FRANCCI3_RS13915","-0.8546828809","-1.8083612152","0.3539839489","FRANCCI3_RS13915, FRANCCI3_RS13920","Francci3_2765, Francci3_2766","GO:0140359 - ABC-type transporter activity [Evidence IEA]; GO:0042626 - ATPase-coupled transmembrane transporter activity [Evidence IEA]","GO:0055085 - transmembrane transport [Evidence IEA]","WP_011437155.1, WP_232235206.1",""
"FRANCCI3_RS13920","-0.3106575562","-1.2402728667","0.6768081854","FRANCCI3_RS13915, FRANCCI3_RS13920","Francci3_2765, Francci3_2766","GO:0140359 - ABC-type transporter activity [Evidence IEA]; GO:0042626 - ATPase-coupled transmembrane transporter activity [Evidence IEA]","GO:0055085 - transmembrane transport [Evidence IEA]","WP_011437155.1, WP_232235206.1",""
"FRANCCI3_RS13925","0.050742571","1.0357979232","0.951441171","FRANCCI3_RS13925","Francci3_2767","","","WP_011437157.1",""
"FRANCCI3_RS13930","-0.3658255971","-1.2886188439","0.662913718","FRANCCI3_RS13930","Francci3_2768","GO:0003677 - DNA binding [Evidence IEA]","","WP_023842195.1",""
"FRANCCI3_RS27020","2.4607645197","5.5050837795","0.1731260576","FRANCCI3_RS27020","","","","WP_157858560.1",""
"FRANCCI3_RS23525","-2.0970706445","-4.2783978468","0.1696136717","FRANCCI3_RS23525","Francci3_2769","GO:0003677 - DNA binding [Evidence IEA]","GO:0000160 - phosphorelay signal transduction system [Evidence IEA]; GO:0006355 - regulation of DNA-templated transcription [Evidence IEA]","WP_049760940.1",""
"FRANCCI3_RS13940","-0.3335683419","-1.2601263021","0.706416674","FRANCCI3_RS13940, FRANCCI3_RS27025","Francci3_2770, Francci3_2771","","","WP_108913767.1, WP_051569461.1",""
"FRANCCI3_RS27025","0.2338017582","1.1759296538","0.7846892097","FRANCCI3_RS13940, FRANCCI3_RS27025","Francci3_2770, Francci3_2771","","","WP_108913767.1, WP_051569461.1",""
"FRANCCI3_RS28170","1.8081942074","3.5020367113","0.2716010248","FRANCCI3_RS28170","","GO:0003677 - DNA binding [Evidence IEA]","","",""
"FRANCCI3_RS13955","1.1169608185","2.1688959129","0.1636352989","FRANCCI3_RS13955, FRANCCI3_RS13960","Francci3_2773, Francci3_2774","GO:0004176 - ATP-dependent peptidase activity [Evidence IEA]; GO:0004252 - serine-type endopeptidase activity [Evidence IEA]","GO:0006508 - proteolysis [Evidence IEA]","WP_011437163.1, WP_011437164.1",""
"FRANCCI3_RS13960","-0.4163494227","-1.3345463595","0.482310356","FRANCCI3_RS13955, FRANCCI3_RS13960","Francci3_2773, Francci3_2774","GO:0004176 - ATP-dependent peptidase activity [Evidence IEA]; GO:0004252 - serine-type endopeptidase activity [Evidence IEA]","GO:0006508 - proteolysis [Evidence IEA]","WP_011437163.1, WP_011437164.1",""
"tnpB_2","0.5608866911","1.4751755926","0.5138339554","FRANCCI3_RS13965, FRANCCI3_RS13970","Francci3_2775","GO:0004803 - transposase activity [Evidence IEA]","","",""
"FRANCCI3_RS13970","0.2424796557","1.1830242573","0.7636497829","FRANCCI3_RS13965, FRANCCI3_RS13970","Francci3_2775","GO:0004803 - transposase activity [Evidence IEA]","","",""
"FRANCCI3_RS13975","0.1650971897","1.1212416099","0.8446770702","FRANCCI3_RS13975","Francci3_2779","GO:0003677 - DNA binding [Evidence IEA]","GO:0006355 - regulation of DNA-templated transcription [Evidence IEA]","WP_011437168.1",""
"FRANCCI3_RS13980","-0.285468608","-1.2188060851","0.687492653","FRANCCI3_RS13980","Francci3_2780","GO:0003677 - DNA binding [Evidence IEA]","GO:0006355 - regulation of DNA-templated transcription [Evidence IEA]","WP_011437169.1",""
"mce","-0.2569594647","-1.1949576298","0.731543038","FRANCCI3_RS13985","Francci3_2781","","","WP_011437170.1",""
"FRANCCI3_RS13990","0.52743673","1.4413660105","0.4366885201","FRANCCI3_RS13990","Francci3_2782","","","WP_232235042.1",""
"FRANCCI3_RS28175","-0.3612406342","-1.2845300442","0.7143555099","FRANCCI3_RS28175","","GO:0016829 - lyase activity [Evidence IEA]","","",""
"FRANCCI3_RS14000","-0.4810998127","-1.3958073296","0.475063294","FRANCCI3_RS14000","Francci3_2784","","","WP_011437173.1",""
"FRANCCI3_RS14005","0.1130078708","1.0814806636","0.8772791506","FRANCCI3_RS14005","Francci3_2785","GO:0016624 - oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor [Evidence IEA]","","WP_011437174.1",""
"FRANCCI3_RS14010","-0.9989963054","-1.9986090678","0.5688408986","FRANCCI3_RS14010","Francci3_2786","","","WP_011437175.1","GO:0016020 - membrane [Evidence IEA]"
"FRANCCI3_RS14015","-9.329E-3","-1.0064872308","0.9934062552","FRANCCI3_RS14015","","","","WP_023840748.1",""
"FRANCCI3_RS14020","1.1916347649","2.2841141704","0.2149278915","FRANCCI3_RS14020","","","","WP_232235041.1",""
"FRANCCI3_RS28750","-0.3949202045","-1.3148700327","0.7023787391","FRANCCI3_RS28750","","GO:0003677 - DNA binding [Evidence IEA]; GO:0008168 - methyltransferase activity [Evidence IEA]; GO:0008270 - zinc ion binding [Evidence IEA]","GO:0006281 - DNA repair [Evidence IEA]; GO:0006355 - regulation of DNA-templated transcription [Evidence IEA]","",""
"FRANCCI3_RS14025","2.5228677189","5.7472337165","0.2735073975","FRANCCI3_RS14025, FRANCCI3_RS14030","Francci3_2788, Francci3_2789","GO:0005524 - ATP binding [Evidence IEA]; GO:0016887 - ATP hydrolysis activity [Evidence IEA]","","WP_011437176.1, WP_011437177.1",""
"FRANCCI3_RS14030","-0.355235262","-1.279194164","0.5836453223","FRANCCI3_RS14025, FRANCCI3_RS14030, FRANCCI3_RS14035","Francci3_2788, Francci3_2789, Francci3_2790","GO:0005524 - ATP binding [Evidence IEA]; GO:0016887 - ATP hydrolysis activity [Evidence IEA], GO:0008080 - N-acetyltransferase activity [Evidence IEA]","","WP_011437176.1, WP_011437177.1, WP_023840750.1",""
"FRANCCI3_RS14035","0.1051358099","1.0755956382","0.9055934094","FRANCCI3_RS14030, FRANCCI3_RS14035","Francci3_2789, Francci3_2790","GO:0005524 - ATP binding [Evidence IEA]; GO:0016887 - ATP hydrolysis activity [Evidence IEA], GO:0008080 - N-acetyltransferase activity [Evidence IEA]","","WP_011437177.1, WP_023840750.1",""
"FRANCCI3_RS14040","0.23648886","1.1781219308","0.7747260372","FRANCCI3_RS14040","Francci3_2791","GO:0070403 - NAD+ binding [Evidence IEA]","","WP_235463033.1",""
"FRANCCI3_RS27510","0.1041613028","1.0748693436","0.9072641819","FRANCCI3_RS27510","Francci3_2792","","","WP_011437180.1",""
"FRANCCI3_RS14050","-0.4392660293","-1.3559143309","0.6573058902","FRANCCI3_RS14050","Francci3_2793","","","WP_011437181.1",""
"FRANCCI3_RS14055","0.4357758338","1.3526380416","0.5525821817","FRANCCI3_RS14055","Francci3_2794","","","WP_011437182.1",""
"FRANCCI3_RS14060","0.219574743","1.1643903136","0.7495704664","FRANCCI3_RS14060","Francci3_2795","","","WP_308726804.1",""
"FRANCCI3_RS14065","0.1925348195","1.142769803","0.7456702293","FRANCCI3_RS14065","Francci3_2796","GO:0005524 - ATP binding [Evidence IEA]; GO:0016887 - ATP hydrolysis activity [Evidence IEA]; GO:0005215 - transporter activity [Evidence IEA]","","WP_011437184.1","GO:0016020 - membrane [Evidence IEA]"
"FRANCCI3_RS14070","-0.2658605956","-1.2023530626","0.7061762882","FRANCCI3_RS14070","Francci3_2797","GO:0050380 - undecaprenyl-diphosphatase activity [Evidence IEA]","GO:0016311 - dephosphorylation [Evidence IEA]","WP_011437185.1","GO:0016020 - membrane [Evidence IEA]"
"FRANCCI3_RS14080","-3.2551567402","-9.5477231908","0.1624302085","FRANCCI3_RS14080","Francci3_2799","GO:0004803 - transposase activity [Evidence IEA]","","WP_049760812.1",""
"FRANCCI3_RS24705","0.4721339866","1.3871597921","0.6639273831","FRANCCI3_RS24705","Francci3_2800","","","WP_011437187.1",""
"FRANCCI3_RS14090","-0.1628619394","-1.1195057509","0.9064945141","FRANCCI3_RS14090","Francci3_2801","","","WP_011437188.1",""
"FRANCCI3_RS14095","0.2350337166","1.1769342426","0.7993624336","FRANCCI3_RS14095","Francci3_2802","","","WP_035731897.1",""
"FRANCCI3_RS14100","-0.350227044","-1.2747612269","0.5534290227","FRANCCI3_RS14100","Francci3_2803","GO:0022857 - transmembrane transporter activity [Evidence IEA]","GO:0055085 - transmembrane transport [Evidence IEA]","WP_035941473.1",""
"FRANCCI3_RS14105","-0.0882463365","-1.0630771765","0.9012383501","FRANCCI3_RS14105, FRANCCI3_RS14110","Francci3_2804, Francci3_2805","GO:0016829 - lyase activity [Evidence IEA]; GO:0046872 - metal ion binding [Evidence IEA]","","WP_011437191.1, WP_011437192.1",""
"FRANCCI3_RS14110","-0.1018444909","-1.0731446052","0.8888011842","FRANCCI3_RS14105, FRANCCI3_RS14110","Francci3_2804, Francci3_2805","GO:0016829 - lyase activity [Evidence IEA]; GO:0046872 - metal ion binding [Evidence IEA]","","WP_011437191.1, WP_011437192.1",""
"FRANCCI3_RS28180","-1.3882013369","-2.6175214084","0.5756332895","FRANCCI3_RS28180","","","","WP_160172385.1",""
"FRANCCI3_RS14115","0.3592618175","1.2827693761","0.6161618867","FRANCCI3_RS14115","Francci3_2807","GO:0030170 - pyridoxal phosphate binding [Evidence IEA]","","WP_011437194.1",""
"FRANCCI3_RS14120","2.130413767","4.3784303651","3.824E-3","FRANCCI3_RS14120","Francci3_2808","","","WP_011437195.1",""
"FRANCCI3_RS14125","1.5829331588","2.9957830686","0.0351709227","FRANCCI3_RS14125","Francci3_2809","GO:0003677 - DNA binding [Evidence IEA]","","WP_011437196.1",""
"FRANCCI3_RS14130","-0.9639959624","-1.9507054637","0.2293634363","FRANCCI3_RS14130","Francci3_2810","GO:0071949 - FAD binding [Evidence IEA]","GO:0055072 - obsolete iron ion homeostasis [Evidence IEA]","WP_011437197.1",""
"FRANCCI3_RS14135","-0.4690920455","-1.3842380291","0.4938211998","FRANCCI3_RS14135","Francci3_2811","","","WP_023840755.1",""
"FRANCCI3_RS27035","-1.1491717144","-2.2178652493","0.3881460138","FRANCCI3_RS27035","","","","WP_023840756.1",""
"FRANCCI3_RS14140","0.3781523999","1.2996763472","0.7113255714","FRANCCI3_RS14140","","","","WP_023840757.1",""
"FRANCCI3_RS14145","0.0525051344","1.0370641473","0.9616502753","FRANCCI3_RS14145","Francci3_2813","","","WP_232235038.1",""
"FRANCCI3_RS14150","-1.1413652157","-2.2058966743","0.1857174637","FRANCCI3_RS14150","Francci3_2814","","","WP_232235037.1",""
"FRANCCI3_RS28755","-0.9513405163","-1.9336685401","0.3616267833","FRANCCI3_RS28755","Francci3_2815","","","WP_011437202.1",""
"FRANCCI3_RS14160","0.9963093239","1.9948901752","0.2400752231","FRANCCI3_RS14160","","","","WP_232235043.1",""
"FRANCCI3_RS27040","0.7066989618","1.6320655038","0.497260713","FRANCCI3_RS27040","","","","WP_049760944.1",""
"FRANCCI3_RS14165","-0.1510776377","-1.1103985874","0.8660949135","FRANCCI3_RS14165","Francci3_2817","GO:0046872 - metal ion binding [Evidence IEA]; GO:0004784 - superoxide dismutase activity [Evidence IEA]","","WP_011437204.1",""
"bfr","-1.0435965998","-2.0613601684","0.2275452594","FRANCCI3_RS14170","Francci3_2818","GO:0008199 - ferric iron binding [Evidence IEA]; GO:0004322 - ferroxidase activity [Evidence IEA]","GO:0006880 - intracellular sequestering of iron ion [Evidence IEA]","WP_011437205.1",""
"FRANCCI3_RS14175","-0.7838471798","-1.721715991","0.2819937907","FRANCCI3_RS14175","Francci3_2819","","","WP_011437206.1",""
"FRANCCI3_RS14180","0.0692546735","1.049174518","0.9144026851","FRANCCI3_RS14180","Francci3_2820","","","WP_108913494.1",""
"FRANCCI3_RS28570","-1.0057653829","-2.0080085092","0.2260972497","FRANCCI3_RS28570","","","","WP_255353868.1",""
"pruA","-0.8413161789","-1.7916839599","0.2413303084","FRANCCI3_RS14190","Francci3_2822","GO:0003842 - 1-pyrroline-5-carboxylate dehydrogenase activity [Evidence IEA]","GO:0006562 - proline catabolic process [Evidence IEA]","WP_200923100.1",""
"FRANCCI3_RS14195","0.3593862922","1.2828800574","0.6247433656","FRANCCI3_RS14195","Francci3_2823","","","WP_236701465.1",""
"FRANCCI3_RS14200","0.5223238039","1.4362668356","0.6733518389","FRANCCI3_RS14200","Francci3_2824","","","WP_011437211.1",""
"FRANCCI3_RS14205","0.9729456627","1.9628441983","0.1664086919","FRANCCI3_RS14205","Francci3_2825","","","WP_011437212.1",""
"FRANCCI3_RS14210","-0.2966624896","-1.228299593","0.6963108762","FRANCCI3_RS14210","Francci3_2826","","","WP_236701466.1",""
"FRANCCI3_RS14215","-0.6929806839","-1.6166200927","0.2999898101","FRANCCI3_RS14215","Francci3_2827","","","WP_011437214.1",""
"FRANCCI3_RS28575","0.2306826131","1.1733900089","0.8501055743","FRANCCI3_RS28575","","","","WP_023840763.1",""
"FRANCCI3_RS14220","-0.6444540171","-1.5631476065","0.4525652528","FRANCCI3_RS14220","Francci3_2829","","","WP_023840764.1",""
"FRANCCI3_RS14225","-0.1875424196","-1.1388221191","0.7690138745","FRANCCI3_RS14225","Francci3_2830","GO:0016765 - transferase activity, transferring alkyl or aryl (other than methyl) groups [Evidence IEA]","GO:0019346 - transsulfuration [Evidence IEA]","WP_011437217.1",""
